id;rate;title;description;image_url;recipe_id;user_id;created_date
29;5;Exceptional;Great depth of flavor and spice!;http://localhost:8080/images/database/kung-pao-chicken-2.jpg;15;10;2024-10-23T00:00:00
30;4;Very Tasty;Loved the flavors, but could be a little spicier.;http://localhost:8080/images/database/kung-pao-chicken-3.jpg;15;3;2024-10-23T00:00:00
31;4;Satisfying;Really enjoyed it, full of flavors.;http://localhost:8080/images/database/risotto-2.jpg;16;6;2024-10-22T00:00:00
32;5;Delicious;Cooked to perfection, I’ll have it again!;http://localhost:8080/images/database/risotto-3.jpg;16;11;2024-10-22T00:00:00
33;3;Decent;Not bad, but could use some more flavor.;http://localhost:8080/images/database/chicken-paprikash-2.jpg;17;7;2024-10-21T00:00:00
34;5;Superb;Rich, flavorful, and absolutely delicious.;http://localhost:8080/images/database/chicken-paprikash-3.jpg;17;2;2024-10-21T00:00:00
35;4;Quite Tasty;Great taste, but could use more spice.;http://localhost:8080/images/database/churros-chocolate-2.jpg;18;10;2024-10-20T00:00:00
36;5;Absolutely Delicious;Perfect combination of crunchy and sweet.;http://localhost:8080/images/database/churros-chocolate-3.jpg;18;9;2024-10-20T00:00:00
37;5;Exceptional;Amazing flavor, would definitely have it again.;http://localhost:8080/images/database/naan-bread-2.jpg;19;8;2024-10-19T00:00:00
38;4;Very Enjoyable;Really nice, great with curry.;http://localhost:8080/images/database/naan-bread-3.jpg;19;2;2024-10-19T00:00:00
39;5;Delicious;Absolutely loved it, one of my favorites.;http://localhost:8080/images/database/tom-yum-soup-2.jpg;20;5;2024-10-18T00:00:00
40;4;Quite Good;Good, but not as spicy as I hoped.;http://localhost:8080/images/database/tom-yum-soup-3.jpg;20;8;2024-10-18T00:00:00
41;5;Superb;Incredible flavors, would have it again.;http://localhost:8080/images/database/pak-choi-soup-2.jpg;21;3;2024-10-17T00:00:00
42;4;Quite Tasty;Really good, could use a bit more seasoning.;http://localhost:8080/images/database/pak-choi-soup-3.jpg;21;6;2024-10-17T00:00:00
43;4;Satisfying;Great taste, would recommend.;http://localhost:8080/images/database/roasted-pumpkin-beetroot-salad-2.jpg;22;9;2024-10-16T00:00:00
44;5;Delicious;Loved the flavors, so fresh and tasty.;http://localhost:8080/images/database/roasted-pumpkin-beetroot-salad-3.jpeg;22;4;2024-10-16T00:00:00
45;5;Fantastic;Amazing blend of flavors, truly delightful.;http://localhost:8080/images/database/spinach-chicken-pasta-2.jpg;23;6;2024-10-15T00:00:00
46;4;Very Tasty;Nicely done, would have again.;http://localhost:8080/images/database/spinach-chicken-pasta-3.jpg;23;8;2024-10-15T00:00:00
47;3;Decent;Nice, but lacking something special.;http://localhost:8080/images/database/pesto-chicken-baked-penne-2.jpg;24;2;2024-10-14T00:00:00
48;5;Superb;Incredible, would definitely order again.;http://localhost:8080/images/database/pesto-chicken-baked-penne-3.jpg;24;7;2024-10-14T00:00:00
49;5;Memorable;Fantastic flavor, definitely one to remember.;http://localhost:8080/images/database/beetroot-cream-soup-feta-2.jpg;25;9;2024-10-13T00:00:00
50;4;Quite Tasty;A bit too creamy, but overall enjoyable.;http://localhost:8080/images/database/beetroot-cream-soup-feta-3.jpg;25;4;2024-10-13T00:00:00

51;4;Quite Good;Tasty and satisfying, though a bit creamy.;http://localhost:8080/images/database/creamy-salmon-spaghetti-parmesan-2.jpg;26;4;2024-10-12T00:00:00
52;5;Exceptional;Rich, creamy, and flavorful – loved it!;http://localhost:8080/images/database/creamy-salmon-spaghetti-parmesan-3.jpg;26;8;2024-10-12T00:00:00
53;4;Very Tasty;Great flavors, though a little more garlic would have been nice.;http://localhost:8080/images/database/garlic-butter-shrimp-pasta-2.jpg;27;6;2024-10-11T00:00:00
54;5;Fantastic;Loved the combination of shrimp and garlic butter.;http://localhost:8080/images/database/garlic-butter-shrimp-pasta-3.jpg;27;10;2024-10-11T00:00:00
55;3;Decent;Good flavors but a little too oily for my taste.;http://localhost:8080/images/database/vegetable-stir-fry-2.jpg;28;7;2024-10-10T00:00:00
56;4;Quite Good;Flavorful and healthy, but could use more spice.;http://localhost:8080/images/database/vegetable-stir-fry-3.jpg;28;9;2024-10-10T00:00:00
57;5;Memorable;Deliciously baked and perfectly seasoned.;http://localhost:8080/images/database/eggplant-parmesan-2.jpg;29;4;2024-10-09T00:00:00
58;4;Satisfying;Good overall, though I prefer a bit more cheese.;http://localhost:8080/images/database/eggplant-parmesan-3.jpg;29;6;2024-10-09T00:00:00
59;5;Fantastic;Tasty and flavorful, loved every bite!;http://localhost:8080/images/database/beef-tacos-2.jpg;30;10;2024-10-08T00:00:00
60;4;Quite Tasty;Great beef flavor, though I prefer a spicier salsa.;http://localhost:8080/images/database/beef-tacos-3.jpg;30;7;2024-10-08T00:00:00
61;5;Delicious;Full of flavor, will definitely make it again!;http://localhost:8080/images/database/indian-butter-chicken-2.jpg;31;9;2024-10-07T00:00:00
62;4;Quite Good;A bit rich, but delicious nonetheless.;http://localhost:8080/images/database/indian-butter-chicken-3.jpg;31;5;2024-10-07T00:00:00
63;5;Exceptional;Super crispy and tender, absolutely loved it!;http://localhost:8080/images/database/crispy-pork-belly-2.jpg;32;4;2024-10-06T00:00:00
64;4;Very Tasty;Crispy on the outside and juicy inside, just right.;http://localhost:8080/images/database/crispy-pork-belly-3.jpg;32;10;2024-10-06T00:00:00
65;5;Outstanding;Perfectly balanced flavors, the broth was incredible!;http://localhost:8080/images/database/japanese-ramen-2.jpg;33;7;2024-10-05T00:00:00
66;4;Quite Good;Tasty, though the noodles could have been cooked a bit more.;http://localhost:8080/images/database/japanese-ramen-3.jpg;33;6;2024-10-05T00:00:00
67;4;Quite Tasty;A creamy and hearty pasta dish, very comforting.;http://localhost:8080/images/database/chicken-alfredo-2.jpg;34;9;2024-10-04T00:00:00
68;5;Delicious;One of the best alfredos I’ve had! Rich and tasty.;http://localhost:8080/images/database/chicken-alfredo-3.jpg;34;8;2024-10-04T00:00:00
69;5;Memorable;Amazing balance of flavors, very satisfying.;http://localhost:8080/images/database/tom-kha-gai-2.jpg;35;7;2024-10-03T00:00:00
70;4;Quite Good;Really nice, but could be spicier for my taste.;http://localhost:8080/images/database/tom-kha-gai-3.jpg;35;10;2024-10-03T00:00:00
71;4;Quite Tasty;Good and hearty, a nice vegan option.;http://localhost:8080/images/database/chickpea-curry-2.jpg;36;5;2024-10-02T00:00:00
72;5;Exceptional;Great flavors and just the right amount of spice!;http://localhost:8080/images/database/chickpea-curry-3.jpg;36;8;2024-10-02T00:00:00
73;4;Quite Good;Delicious, but could use a little more seasoning.;http://localhost:8080/images/database/chicken-marsala-2.jpg;37;4;2024-10-01T00:00:00
74;5;Superb;Rich and flavorful, loved the mushrooms!;http://localhost:8080/images/database/chicken-marsala-3.jpg;37;10;2024-10-01T00:00:00
75;5;Fantastic;Incredible depth of flavor, perfectly spiced.;http://localhost:8080/images/database/lamb-rogan-josh-2.jpg;38;8;2024-09-30T00:00:00
76;4;Quite Good;Very tasty, though I prefer a bit more heat.;http://localhost:8080/images/database/lamb-rogan-josh-3.jpg;38;7;2024-09-30T00:00:00
77;5;Memorable;Absolutely loved the crispy skin and tender meat.;http://localhost:8080/images/database/peking-duck-2.jpg;39;10;2024-09-29T00:00:00
78;4;Quite Tasty;Very good, though the sauce could have been thicker.;http://localhost:8080/images/database/peking-duck-3.jpg;39;5;2024-09-29T00:00:00
79;4;Satisfying;Delicious and fresh, but the fish could have been crispier.;http://localhost:8080/images/database/fish-tacos-2.jpg;40;6;2024-09-28T00:00:00
80;5;Fantastic;Perfectly cooked fish, so flavorful!;http://localhost:8080/images/database/fish-tacos-3.jpg;40;8;2024-09-28T00:00:00
81;5;Exceptional;Super cheesy and crispy, amazing taste.;http://localhost:8080/images/database/chicken-parmesan-2.jpg;41;10;2024-09-27T00:00:00
82;4;Quite Good;Very tasty, though could use a bit more sauce.;http://localhost:8080/images/database/chicken-parmesan-3.jpg;41;9;2024-09-27T00:00:00
83;5;Delicious;Perfect crispy outside, tender chicken inside.;http://localhost:8080/images/database/samosas-2.jpg;42;4;2024-09-26T00:00:00
84;4;Quite Tasty;Really good, though could use a bit more seasoning.;http://localhost:8080/images/database/samosas-3.jpg;42;5;2024-09-26T00:00:00
85;4;Satisfying;Full of flavor, though the broth was a bit too salty.;http://localhost:8080/images/database/pho-2.jpg;43;8;2024-09-25T00:00:00
86;5;Superb;The best pho I’ve had, full of rich flavors.;http://localhost:8080/images/database/pho-3.jpg;43;9;2024-09-25T00:00:00
87;5;Memorable;Perfectly cooked, absolutely delicious.;http://localhost:8080/images/database/beef-wellington-2.jpg;44;10;2024-09-24T00:00:00
88;4;Quite Tasty;Loved it, though it could be a bit more tender.;http://localhost:8080/images/database/beef-wellington-3.jpg;44;6;2024-09-24T00:00:00
89;5;Fantastic;Amazing flavors and textures, would order again.;http://localhost:8080/images/database/pad-see-ew-2.jpg;45;4;2024-09-23T00:00:00
90;4;Quite Good;Great taste, but the noodles could be softer.;http://localhost:8080/images/database/pad-see-ew-3.jpg;45;5;2024-09-23T00:00:00
91;5;Superb;Excellent seasoning, very satisfying.;http://localhost:8080/images/database/chicken-fajitas-2.jpg;46;9;2024-09-22T00:00:00
92;4;Quite Tasty;Very good, though the peppers were a bit too sweet.;http://localhost:8080/images/database/chicken-fajitas-3.jpg;46;8;2024-09-22T00:00:00
93;5;Fantastic;Perfectly cooked beef, rich and flavorful.;http://localhost:8080/images/database/beef-stroganoff-2.jpg;47;7;2024-09-21T00:00:00
94;4;Quite Good;Tasty, but the sauce could have been thicker.;http://localhost:8080/images/database/beef-stroganoff-3.jpg;47;5;2024-09-21T00:00:00
95;4;Quite Tasty;Rich and creamy, very satisfying.;http://localhost:8080/images/database/risotto-primavera-2.jpg;48;6;2024-09-20T00:00:00
96;5;Memorable;Absolutely delicious, the veggies were cooked perfectly.;http://localhost:8080/images/database/risotto-primavera-3.jpg;48;7;2024-09-20T00:00:00
97;5;Exceptional;Amazing pasta, loved the shrimp and garlic combination.;http://localhost:8080/images/database/shrimp-scampi-2.jpg;49;10;2024-09-19T00:00:00
98;4;Quite Good;Very tasty, though the shrimp could have been juicier.;http://localhost:8080/images/database/shrimp-scampi-3.jpg;49;6;2024-09-19T00:00:00
99;4;Quite Tasty;Flavorful and filling, though it could use more seasoning.;http://localhost:8080/images/database/cabbage-rolls-2.jpg;50;9;2024-09-18T00:00:00
100;5;Fantastic;Loved the rich filling, very satisfying.;http://localhost:8080/images/database/cabbage-rolls-3.jpg;50;8;2024-09-18T00:00:00

101;4;Very Good;The chicken shawarma was flavorful, but I would have preferred it to be a bit more tender.;http://localhost:8080/images/database/chicken-shawarma-2.jpg;51;7;2024-10-08T00:00:00
102;5;Amazing;Loved the chicken shawarma! Perfectly spiced and juicy, will definitely make again.;http://localhost:8080/images/database/chicken-shawarma-3.jpg;51;4;2024-10-08T00:00:00
103;3;Decent;The moussaka was fine, but the flavors didn't quite come together as I had hoped.;http://localhost:8080/images/database/moussaka-2.jpg;52;8;2024-10-07T00:00:00
104;4;Quite Good;The moussaka was tasty, though it could have used more seasoning in the sauce.;http://localhost:8080/images/database/moussaka-3.jpg;52;2;2024-10-07T00:00:00
105;5;Delicious;The tomato basil soup was incredible, fresh and flavorful with a perfect balance of sweetness and acidity.;http://localhost:8080/images/database/tomato-basil-soup-2.jpg;53;6;2024-10-06T00:00:00
106;4;Very Good;Good tomato basil soup, though it could have been a bit thicker for my liking.;http://localhost:8080/images/database/tomato-basil-soup-3.jpg;53;10;2024-10-06T00:00:00
107;2;Underwhelming;The vegetable paella was a bit bland and missing the depth of flavor I was expecting.;http://localhost:8080/images/database/vegetable-paella-2.jpg;54;5;2024-10-05T00:00:00
108;4;Tasty;The vegetable paella was nice, though it needed a little more seasoning and color.;http://localhost:8080/images/database/vegetable-paella-3.jpg;54;3;2024-10-05T00:00:00
109;5;Amazing;Chili con carne was a hit! Rich, spicy, and hearty—exactly what I was looking for.;http://localhost:8080/images/database/chili-con-carne-2.jpg;55;9;2024-10-04T00:00:00
110;3;Good;Chili con carne was good, but I think it needed a bit more depth in the seasoning.;http://localhost:8080/images/database/chili-con-carne-3.jpg;55;6;2024-10-04T00:00:00
111;5;Perfect;The croissant sandwiches were amazing! Buttery, flaky croissants with the perfect filling.;http://localhost:8080/images/database/croissant-sandwiches-2.jpg;56;2;2024-10-03T00:00:00
112;4;Quite Good;The croissant sandwiches were delicious, but I felt they could use a bit more filling.;http://localhost:8080/images/database/croissant-sandwiches-3.jpg;56;8;2024-10-03T00:00:00
113;5;Delicious;Shakshuka was perfect! Rich tomato sauce and perfectly poached eggs.;http://localhost:8080/images/database/shakshuka-2.jpg;57;7;2024-10-02T00:00:00
114;2;Lackluster;Shakshuka didn’t quite hit the mark for me—the eggs were overcooked and the sauce was too runny.;http://localhost:8080/images/database/shakshuka-3.jpg;57;3;2024-10-02T00:00:00
115;4;Very Good;Baked ziti was great! Good balance of cheese and sauce, but a bit more seasoning would have made it perfect.;http://localhost:8080/images/database/baked-ziti-2.jpg;58;6;2024-10-01T00:00:00
116;3;Decent;The baked ziti was fine, but I found it a little too cheesy and lacking in depth of flavor.;http://localhost:8080/images/database/baked-ziti-3.jpg;58;9;2024-10-01T00:00:00
117;5;Amazing;Pasta primavera was fantastic, light and full of fresh veggies, loved it!;http://localhost:8080/images/database/pasta-primavera-2.jpg;59;4;2024-09-30T00:00:00
118;4;Quite Good;The pasta primavera was good but could have used a bit more seasoning to elevate the dish.;http://localhost:8080/images/database/pasta-primavera-3.jpg;59;7;2024-09-30T00:00:00
119;4;Very Tasty;Crispy chicken wings were just right, crispy on the outside and juicy on the inside.;http://localhost:8080/images/database/crispy-chicken-wings-2.jpg;60;10;2024-09-29T00:00:00
120;3;Good;The chicken wings were tasty, but the sauce could have been more flavorful.;http://localhost:8080/images/database/crispy-chicken-wings-3.jpg;60;2;2024-09-29T00:00:00
121;4;Tasty;Pasta puttanesca had a nice kick and a good balance of flavors, but I think it was a little salty.;http://localhost:8080/images/database/pasta-puttanesca-2.jpg;61;8;2024-09-28T00:00:00
122;5;Fantastic;Loved the pasta puttanesca, rich, savory, and spicy—perfect for pasta lovers!;http://localhost:8080/images/database/pasta-puttanesca-3.jpg;61;4;2024-09-28T00:00:00
123;3;Decent;Calamari fritti was okay, but it was a bit greasy and lacked a punch of flavor.;http://localhost:8080/images/database/calamari-fritti-2.jpg;62;3;2024-09-27T00:00:00
124;4;Very Good;The calamari was cooked well, though it could have used a better dipping sauce.;http://localhost:8080/images/database/calamari-fritti-3.jpg;62;6;2024-09-27T00:00:00
125;5;Delicious;Sweet and sour pork was a hit—crispy and perfectly tangy! Loved every bite.;http://localhost:8080/images/database/sweet-and-sour-pork-2.jpg;63;4;2024-09-26T00:00:00
126;3;Good;The sweet and sour pork was tasty, but the sauce could have been a bit more balanced.;http://localhost:8080/images/database/sweet-and-sour-pork-3.jpg;63;10;2024-09-26T00:00:00
127;4;Quite Good;Duck a l'orange had a wonderful sauce, though the duck itself could have been a bit more tender.;http://localhost:8080/images/database/duck-a-l-orange-2.jpg;64;6;2024-09-25T00:00:00
128;5;Incredible;The duck a l'orange was perfectly cooked, juicy, and the sauce was a beautiful match.;http://localhost:8080/images/database/duck-a-l-orange-3.jpg;64;9;2024-09-25T00:00:00
129;5;Excellent;Fettuccine Alfredo was creamy and rich, exactly what I wanted in a pasta dish.;http://localhost:8080/images/database/fettuccine-alfredo-2.jpg;65;8;2024-09-24T00:00:00
130;4;Very Good;Fettuccine Alfredo was good, but the sauce was just a bit too heavy for me.;http://localhost:8080/images/database/fettuccine-alfredo-3.jpg;65;2;2024-09-24T00:00:00
131;5;Perfect;Lamb kofta was succulent and full of flavor, really enjoyed it.;http://localhost:8080/images/database/lamb-kofta-2.jpg;66;6;2024-09-23T00:00:00
132;3;Good;Lamb kofta was fine, though I felt it could have used more spices in the mix.;http://localhost:8080/images/database/lamb-kofta-3.jpg;66;4;2024-09-23T00:00:00
133;5;Fantastic;Pasta carbonara was absolutely perfect—creamy, rich, and full of flavor.;http://localhost:8080/images/database/pasta-carbonara-2.jpg;67;7;2024-09-22T00:00:00
134;4;Very Good;The pasta carbonara was excellent, but I wish the pancetta was a bit crispier.;http://localhost:8080/images/database/pasta-carbonara-3.jpg;67;8;2024-09-22T00:00:00
135;5;Delicious;Chicken and waffles was perfect—crispy chicken with fluffy waffles and the syrup was just right.;http://localhost:8080/images/database/chicken-and-waffles-2.jpg;68;5;2024-09-21T00:00:00
136;3;Good;The chicken and waffles were good, but I found the chicken a little greasy for my taste.;http://localhost:8080/images/database/chicken-and-waffles-3.jpg;68;9;2024-09-21T00:00:00
137;4;Tasty;Paella de mariscos was flavorful, and the seafood was fresh, but the rice could have been cooked better.;http://localhost:8080/images/database/paella-de-mariscos-2.jpg;69;10;2024-09-20T00:00:00
138;5;Fantastic;The paella de mariscos was amazing—perfectly cooked seafood with the right amount of saffron flavor.;http://localhost:8080/images/database/paella-de-mariscos-3.jpg;69;3;2024-09-20T00:00:00
139;4;Quite Good;Beef wellington was good, though the pastry could have been crispier and the beef more seasoned.;http://localhost:8080/images/database/beef-wellington-2.jpg;70;8;2024-09-19T00:00:00
140;5;Incredible;The beef wellington was cooked perfectly, the meat was tender, and the pastry was so flaky!;http://localhost:8080/images/database/beef-wellington-3.jpg;70;6;2024-09-19T00:00:00

141;4;Very Good;Beef empanadas were crispy, well-seasoned, and delicious, though the filling could have been a bit more savory.;http://localhost:8080/images/database/beef-empanadas-2.jpg;71;4;2024-09-18T00:00:00
142;5;Fantastic;The beef empanadas were absolutely delicious! Crispy on the outside and filled with savory beef goodness.;http://localhost:8080/images/database/beef-empanadas-3.jpg;71;2;2024-09-18T00:00:00
143;5;Outstanding;The crab cakes were fantastic! Perfectly crispy on the outside with tender crab on the inside.;http://localhost:8080/images/database/crab-cakes-2.jpg;72;5;2024-09-17T00:00:00
144;4;Quite Good;The crab cakes were tasty, but I think they could have used a bit more seasoning inside.;http://localhost:8080/images/database/crab-cakes-3.jpg;72;7;2024-09-17T00:00:00
145;5;Delicious;Minestrone soup was full of flavor, hearty, and satisfying—perfect comfort food.;http://localhost:8080/images/database/minestrone-soup-2.jpg;73;3;2024-09-16T00:00:00
146;4;Very Good;The minestrone soup was nice, but I felt it needed a bit more salt and a touch of spice.;http://localhost:8080/images/database/minestrone-soup-3.jpg;73;6;2024-09-16T00:00:00
147;5;Excellent;Chana masala was rich, spicy, and absolutely delicious—great vegetarian dish!;http://localhost:8080/images/database/chana-masala-2.jpg;74;9;2024-09-15T00:00:00
148;3;Good;Chana masala was okay, but I found it a bit too sour for my liking.;http://localhost:8080/images/database/chana-masala-3.jpg;74;10;2024-09-15T00:00:00
149;4;Tasty;Ceviche was refreshing and full of bright flavors, but could use a bit more kick.;http://localhost:8080/images/database/ceviche-2.jpg;75;6;2024-09-14T00:00:00
150;5;Incredible;The ceviche was amazing, perfectly fresh, with the right amount of acidity and spice.;http://localhost:8080/images/database/ceviche-3.jpg;75;3;2024-09-14T00:00:00

151;1;Disappointing;The falafel was overly dry and lacked flavor.;http://localhost:8080/images/database/falafel-2.jpg;76;8;2024-10-23T00:00:00
152;4;Quite Tasty;A good attempt at falafel, crispy on the outside but could be more flavorful inside.;http://localhost:8080/images/database/falafel-3.jpg;76;4;2024-10-23T00:00:00
153;5;Memorable;Absolutely delicious, perfect blend of flavors and textures in the bulgur salad!;http://localhost:8080/images/database/bulgur-salad-2.jpg;77;7;2024-10-22T00:00:00
154;3;Decent;The bulgur salad was good but needed more seasoning to make it really pop.;http://localhost:8080/images/database/bulgur-salad-3.jpg;77;9;2024-10-22T00:00:00
155;2;Lacking;The clam chowder was too thick and missing that signature clam flavor.;http://localhost:8080/images/database/clam-chowder-2.jpg;78;10;2024-10-21T00:00:00
156;4;Quite Good;A solid clam chowder, though it could have had a bit more seafood flavor.;http://localhost:8080/images/database/clam-chowder-3.jpg;78;5;2024-10-21T00:00:00
157;5;Exceptional;The beef tacos were amazing, flavorful, and perfectly spiced.;http://localhost:8080/images/database/beef-tacos-4.jpg;79;3;2024-10-20T00:00:00
158;3;Fairly Good;Tacos were decent but lacked some of the bold flavors I was hoping for.;http://localhost:8080/images/database/beef-tacos-3.jpg;79;9;2024-10-20T00:00:00
159;4;Tasty;The gumbo was hearty, flavorful, and comforting, though it was a little too salty for my taste.;http://localhost:8080/images/database/gumbo-2.jpg;80;4;2024-10-19T00:00:00
160;5;Fantastic;Absolutely loved the gumbo, perfect balance of spices and flavors, highly recommend!;http://localhost:8080/images/database/gumbo-3.jpg;80;6;2024-10-19T00:00:00
161;4;Delightful;The pavlova was light and crispy but lacked a bit of sweetness in the meringue.;http://localhost:8080/images/database/pavlova-2.jpg;81;5;2024-10-18T00:00:00
162;5;Incredible;Perfect pavlova, soft on the inside, crispy on the outside, and full of flavor!;http://localhost:8080/images/database/pavlova-3.jpg;81;7;2024-10-18T00:00:00
163;5;Delicious;The eggplant parmesan was everything I hoped for, perfectly crispy and rich in flavor.;http://localhost:8080/images/database/eggplant-parmesan-2.jpg;82;4;2024-10-17T00:00:00
164;2;Disappointing;It was too greasy and the eggplant was a bit soggy, unfortunately not up to expectations.;http://localhost:8080/images/database/eggplant-parmesan-3.jpg;82;6;2024-10-17T00:00:00
165;3;Good;The mole poblano had a rich flavor but was a little too bitter for my liking.;http://localhost:8080/images/database/mole-poblano-2.jpg;83;9;2024-10-16T00:00:00
166;4;Very Tasty;The mole was delicious, although the bitterness could have been toned down a bit.;http://localhost:8080/images/database/mole-poblano-3.jpg;83;7;2024-10-16T00:00:00
167;5;Outstanding;Crispy and golden, the fish and chips were perfectly cooked and full of flavor.;http://localhost:8080/images/database/fish-and-chips-2.jpg;84;10;2024-10-15T00:00:00
168;2;Not Impressed;The fish and chips were bland, and the batter was too thick for my taste.;http://localhost:8080/images/database/fish-and-chips-3.jpg;84;8;2024-10-15T00:00:00
169;5;Delicious;The biryani was incredibly aromatic, packed with spices, and cooked to perfection.;http://localhost:8080/images/database/biryani-2.jpg;85;5;2024-10-14T00:00:00
170;3;Decent;The biryani was good, but the rice was a bit overcooked and lacking in flavor.;http://localhost:8080/images/database/biryani-3.jpg;85;7;2024-10-14T00:00:00
171;5;Perfect;The tandoori chicken was tender, flavorful, and charred just right, highly recommend!;http://localhost:8080/images/database/tandoori-chicken-2.jpg;86;4;2024-10-13T00:00:00
172;4;Quite Good;Delicious tandoori chicken, but I found it to be a bit dry in places.;http://localhost:8080/images/database/tandoori-chicken-3.jpg;86;3;2024-10-13T00:00:00
173;5;Superb;The ratatouille was beautifully balanced with fresh vegetables and perfect seasoning.;http://localhost:8080/images/database/ratatouille-2.jpg;87;9;2024-10-12T00:00:00
174;2;Underwhelming;The ratatouille lacked depth and was a bit too watery for my liking.;http://localhost:8080/images/database/ratatouille-3.jpg;87;10;2024-10-12T00:00:00
175;5;Fantastic;The chicken kiev was crispy on the outside and juicy on the inside, a perfect dish.;http://localhost:8080/images/database/chicken-kiev-2.jpg;88;2;2024-10-11T00:00:00
176;3;Decent;While the chicken kiev had a good crust, the garlic butter could have been more flavorful.;http://localhost:8080/images/database/chicken-kiev-3.jpg;88;5;2024-10-11T00:00:00
177;5;Exceptional;The sauerbraten was rich, tender, and full of deep flavors, highly recommend!;http://localhost:8080/images/database/sauerbraten-2.jpg;89;6;2024-10-10T00:00:00
178;3;Fairly Good;The sauerbraten was decent, but I felt the meat was a little tough and lacking in flavor.;http://localhost:8080/images/database/sauerbraten-3.jpg;89;7;2024-10-10T00:00:00
179;5;Perfect;The lobster roll was perfectly executed, full of sweet, tender lobster and rich buttery goodness.;http://localhost:8080/images/database/lobster-roll-2.jpg;90;5;2024-10-09T00:00:00
